Date;Libelle;Compte;Libelle du compte;Debit;Credit
14/10/2024;Stuart pour ordi;604000;Prestation de service;6,57;0,00
14/10/2024;Stuart pour ordi;455100;Associes - Comptes courants;0,00;7,89
14/10/2024;Stuart pour ordi;445610;TVA deductible;1,32;0,00
14/10/2024;Stuart pour ordi;455100;Associes - Comptes courants;0,00;10,65
14/10/2024;Stuart pour ordi;445610;TVA deductible;1,78;0,00
14/10/2024;Stuart pour ordi;604000;Prestation de service;8,87;0,00
03/09/2024;Ouigo pour Marseille;455100;Associes - Comptes courants;0,00;19,00
03/09/2024;Ouigo pour Marseille;445610;TVA deductible;3,17;0,00
03/09/2024;Ouigo pour Marseille;625100;Frais de deplacements;15,83;0,00
03/09/2024;Train retour Marseille;455100;Associes - Comptes courants;0,00;49,00
03/09/2024;Train retour Marseille;625100;Frais de deplacements;40,83;0,00
03/09/2024;Train retour Marseille;445610;TVA deductible;8,17;0,00
15/10/2024;Vol pour Marseille;455100;Associes - Comptes courants;0,00;397,81
15/10/2024;Vol pour Marseille;625100;Frais de deplacements;331,51;0,00
15/10/2024;Vol pour Marseille;445610;TVA deductible;66,30;0,00
24/09/2024;Londres Hotel (https://www.exchange-rates.org/exchange-rate-history/gbp-eur-2024);455100;Associes - Comptes courants;0,00;305,93
24/09/2024;Londres Hotel (https://www.exchange-rates.org/exchange-rate-history/gbp-eur-2024);625100;Frais de deplacements;254,94;0,00
24/09/2024;Londres Hotel (https://www.exchange-rates.org/exchange-rate-history/gbp-eur-2024);445610;TVA deductible;50,99;0,00
20/09/2024;Londres Train;445610;TVA deductible;28,00;0,00
20/09/2024;Londres Train;625100;Frais de deplacements;140,00;0,00
20/09/2024;Londres Train;455100;Associes - Comptes courants;0,00;168,00
14/10/2024;Train pour Nantes;445610;TVA deductible;20,67;0,00
14/10/2024;Train pour Nantes;625100;Frais de deplacements;103,33;0,00
14/10/2024;Train pour Nantes;455100;Associes - Comptes courants;0,00;124,00
04/05/2024;Frais de formalites (LegalPlace);604000;Prestation de service;247,86;0,00
04/05/2024;Frais de formalites (LegalPlace);445610;TVA deductible;49,57;0,00
04/05/2024;Frais de formalites (LegalPlace);455100;Associes - Comptes courants;0,00;297,43
04/05/2024;Billet de train Aix;455100;Associes - Comptes courants;0,00;71,00
04/05/2024;Billet de train Aix;625100;Frais de deplacements;59,17;0,00
04/05/2024;Billet de train Aix;445610;TVA deductible;11,83;0,00
04/05/2024;Domaine mp-boissons.cloud;455100;Associes - Comptes courants;0,00;21,60
04/05/2024;Domaine mp-boissons.cloud;445610;TVA deductible;3,60;0,00
04/05/2024;Domaine mp-boissons.cloud;651100;Redevances pour concessions, brevets, licences, marques, procedes, logiciels;18,00;0,00
04/05/2024;Microsoft 365;445610;TVA deductible;11,67;0,00
04/05/2024;Microsoft 365;613600;Abonnements logiciels;58,32;0,00
04/05/2024;Microsoft 365;455100;Associes - Comptes courants;0,00;69,99
04/05/2024;Indy premiere paiement;455100;Associes - Comptes courants;0,00;176,40
04/05/2024;Indy premiere paiement;627000;Services bancaires;147,00;0,00
04/05/2024;Indy premiere paiement;445610;TVA deductible;29,40;0,00
04/05/2024;Nom de domaine davai.co;445610;TVA deductible;37,92;0,00
04/05/2024;Nom de domaine davai.co;455100;Associes - Comptes courants;0,00;227,50
04/05/2024;Nom de domaine davai.co;651100;Redevances pour concessions, brevets, licences, marques, procedes, logiciels;189,58;0,00
04/10/2024;Avion pour Seville;445610;TVA deductible;91,83;0,00
04/10/2024;Avion pour Seville;625100;Frais de deplacements;459,15;0,00
04/10/2024;Avion pour Seville;455100;Associes - Comptes courants;0,00;550,98
04/10/2024;Hotel Seville;625100;Frais de deplacements;513,33;0,00
04/10/2024;Hotel Seville;455100;Associes - Comptes courants;0,00;616,00
04/10/2024;Hotel Seville;445610;TVA deductible;102,67;0,00
24/05/2024;Train pour Agen;625100;Frais de deplacements;530,00;0,00
24/05/2024;Train pour Agen;455100;Associes - Comptes courants;0,00;636,00
24/05/2024;Train pour Agen;445610;TVA deductible;106,00;0,00
24/05/2024;Hotel Agen;625100;Frais de deplacements;305,00;0,00
24/05/2024;Hotel Agen;445610;TVA deductible;61,00;0,00
24/05/2024;Hotel Agen;455100;Associes - Comptes courants;0,00;366,00
31/12/2024;Quote Part Hermel - Engine mai-decembre (40% de 2715.7);606100;Eau, gaz, electricite;905,23;0,00
31/12/2024;Quote Part Hermel - Engine mai-decembre (40% de 2715.7);455100;Associes - Comptes courants;0,00;1086,28
31/12/2024;Quote Part Hermel - Engine mai-decembre (40% de 2715.7);445610;TVA deductible;181,05;0,00
31/12/2024;Quote Part Hermel - Loyer mai-decembre (40% de 3500*7);455100;Associes - Comptes courants;0,00;9800,00
31/12/2024;Quote Part Hermel - Loyer mai-decembre (40% de 3500*7);613200;Loyers et charges locatives;9800,00;0,00
31/12/2024;Quote Part Hermel - Copro Juillet (40% de 835.31);455100;Associes - Comptes courants;0,00;334,12
31/12/2024;Quote Part Hermel - Copro Juillet (40% de 835.31);613200;Loyers et charges locatives;334,12;0,00
31/12/2024;Quote Part Hermel - Copro Octobre (40% de 835.31);613200;Loyers et charges locatives;334,12;0,00
31/12/2024;Quote Part Hermel - Copro Octobre (40% de 835.31);455100;Associes - Comptes courants;0,00;334,12
31/12/2024;Quote Part Hermel - Internet Free (40% de 7*39.99);455100;Associes - Comptes courants;0,00;119,97
31/12/2024;Quote Part Hermel - Internet Free (40% de 7*39.99);445610;TVA deductible;20,00;0,00
31/12/2024;Quote Part Hermel - Internet Free (40% de 7*39.99);626000;Internet, telephone et frais postaux;99,97;0,00
31/12/2024;Indemnite kilometrique 2024;455100;Associes - Comptes courants;0,00;1978,00
31/12/2024;Indemnite kilometrique 2024;625200;Vehicule et carburant;1978,00;0,00
31/12/2024;Od de cloture des impots et taxes - Montants dus;447145;Taxe sur les vehicules de societes;0,00;109,00
31/12/2024;Od de cloture des impots et taxes - Montants dus;635140;Taxe sur les vehicules;109,00;0,00
31/12/2024;Declaration de TVA - Du 03/05/2024 au 31/12/2024;445510;TVA à payer;0,00;1756,00
31/12/2024;Declaration de TVA - Du 03/05/2024 au 31/12/2024;445610;TVA deductible;0,00;2026,38
31/12/2024;Declaration de TVA - Du 03/05/2024 au 31/12/2024;658000;Pertes diverses;0,05;0,00
31/12/2024;Declaration de TVA - Du 03/05/2024 au 31/12/2024;445710;TVA collectee;3782,33;0,00
31/12/2024;Solde du compte 445610;445611;Regularisation de TVA deductible;195,69;0,00
31/12/2024;Solde du compte 445610;445610;TVA deductible;0,00;195,69
31/12/2024;Affectation du resultat en fin d'exercice 2024;120000;Resultat de l'exercice (benefice);0,00;2309,20
31/12/2024;Affectation du resultat en fin d'exercice 2024;800120;Resultat de l'exercice (benefice);2309,20;0,00
31/12/2024;Impot sur les societes - Exercice 2024;695000;Impots sur les benefices;426,74;0,00
31/12/2024;Impot sur les societes - Exercice 2024;444000;Impôts sur les benefices;0,00;426,74
